id,exec_id,buy_cl_order_id,sell_cl_order_id,exec_qty,exec_price,trade_time,market,security_id,buy_shareholder_id,sell_shareholder_id
30,79962212F472,B177279961811166,S177279961817473,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
31,7996221201F8,B177279961811701,S177279961817473,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
32,79962212F036,B177279961811502,S177279961817473,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
33,7996221389A1,B177279961811502,S177279961817573,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
34,79962213ADD7,B177279961811367,S177279961817573,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
35,799622138384,B177279961813345,S177279961817573,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
36,799622136761,B177279961813245,S177279961818039,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
37,79962213F4E1,B177279961813045,S177279961818039,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
38,799622132102,B177279961812943,S177279961818039,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
39,7996221328C6,B177279961812943,S177279961819852,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
40,799622138E55,B177279961813145,S177279961819852,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
41,799622138F59,B177279961813645,S177279961819852,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
42,7996221450FB,B177279961813745,S177279961820552,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
43,79962214836B,B177279961814371,S177279961820552,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
44,7996221459D5,B177279961814472,S177279961820552,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
45,799622147AAC,B177279961813545,S177279961819752,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
46,7996221491B2,B177279961813845,S177279961819752,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
47,79962214A7CC,B177279961813745,S177279961819752,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
48,799622156C82,B177279961814573,S177279961821255,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
49,79962215DEDC,B177279961814820,S177279961821255,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
50,799622154610,B177279961815520,S177279961821255,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
51,799622152059,B177279961815520,S177279961821355,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
52,799622155BDB,B177279961815570,S177279961821355,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
53,79962215C49A,B177279961816673,S177279961821355,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
54,799622158FE5,B177279961816773,S177279961821543,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
55,79962215DDF1,B177279961817273,S177279961821543,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
56,79962215B940,B177279961816973,S177279961821543,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
57,799622157C98,B177279961816973,S177279961821844,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
58,799622152CB2,B177279961817073,S177279961821844,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
59,799622156EDC,B177279961817673,S177279961821844,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
60,799622157A7A,B177279961818039,S177279961821653,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
61,799622151F5B,B177279961817774,S177279961821653,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
62,7996221556CF,B177279961820452,S177279961821653,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
63,79962216CD6F,B177279961820452,S177279961822344,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
64,799622162DE9,B177279961820753,S177279961822344,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
65,79962216864F,B177279961821155,S177279961822344,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
66,7996221641A5,B177279961822153,S177279961822344,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
67,79962217BADC,B177279961822845,S177279961822045,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
68,799622178922,B177279961822984,S177279961822045,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
69,799622187F0B,B177279961822744,S177279961822045,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
70,79962219351B,B177279961823585,S177279961822045,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
71,79962219DD72,B177279961823984,S177279961822045,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
72,79962219D2E6,B177279961823885,S177279961822153,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
73,799622202648,B177279961824310,S177279961822153,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
74,799622207494,B177279961823185,S177279961822153,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
75,79962220A35C,B177279961823385,S177279961822153,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
76,799622203640,B177279961824409,S177279961822153,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
77,79962220381B,B177279961824750,S177279961822344,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
78,79962220EB2F,B177279961824750,S177279961821945,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
79,799622210E95,B177279961826843,S177279961821945,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
80,79962221C5B7,B177279961826707,S177279961821945,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
81,799622219B81,B177279961826598,S177279961821945,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
82,799622214439,B177279961826766,S177279961822446,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
83,79962221A6D2,B177279961827203,S177279961822446,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
84,799622224F22,B177279961827313,S177279961822446,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
85,7996222215E7,B177279961827606,S177279961822446,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
86,79962222FCD6,B177279961827805,S177279961822446,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
87,799622222353,B177279961827805,S177279961822545,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
88,79962223A8BA,B177279961827905,S177279961822545,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
89,79962223ECB8,B177279961828105,S177279961822545,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
90,7996222339BD,B177279961828323,S177279961822744,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
91,7996222367D4,B177279961827705,S177279961822545,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
92,799622243CA0,B177279961828005,S177279961822744,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
93,79962224ABEB,B177279961829640,S177279961822744,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
94,79962224E05B,B177279961829744,S177279961822744,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
95,799622242A3B,B177279961829744,S177279961822845,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
96,79962225E834,B177279961830144,S177279961822845,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
97,799622259AB1,B177279961830518,S177279961822845,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
98,799622256B59,B177279961830044,S177279961822845,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
99,799622255BD9,B177279961830044,S177279961823485,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
100,79962225EDF4,B177279961830618,S177279961823585,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
101,79962225BD17,B177279961830817,S177279961823585,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
102,79962225B32D,B177279961830408,S177279961823485,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
103,799622256335,B177279961830717,S177279961823485,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
104,79962226F09B,B177279961831393,S177279961823385,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
105,7996222753F3,B177279961832933,S177279961823286,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
106,79962226E40B,B177279961831017,S177279961823585,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
107,799622266615,B177279961831017,S177279961823385,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
108,799622268E8D,B177279961830917,S177279961823385,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
109,79962227B7B1,B177279961833161,S177279961823286,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
110,799622274EDD,B177279961832903,S177279961823286,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
111,799622277E16,B177279961832903,S177279961823785,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
112,7996222800F8,B177279961833429,S177279961823785,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
113,79962228148B,B177279961833539,S177279961823785,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
114,79962229FE40,B177279961833974,S177279961828323,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
115,799622283B19,B177279961833773,S177279961828323,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
116,79962229398B,B177279961834374,S177279961833874,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
117,7996222944EE,B177279961834474,S177279961828323,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
118,7996222937FD,B177279961834474,S177279961833874,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
119,79962230CFF0,B177279961834663,S177279961833874,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
120,799622302EA7,B177279961835300,S177279961833874,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
121,799622305626,B177279961835300,S177279961835300,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
122,799622309EEB,B177279961835501,S177279961835300,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
123,79962230C600,B177279961835902,S177279961835300,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
124,799622300F21,B177279961836160,S177279961835701,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
125,799622309FC5,B177279961836325,S177279961835701,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
126,799622310F10,B177279961836426,S177279961836426,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
127,7996223127D5,B177279961836526,S177279961835701,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
128,79962231F1C4,B177279961836526,S177279961836426,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
129,799622326034,B177279961836726,S177279961836526,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
130,79962232021F,B177279961836876,S177279961836426,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
131,799622323CE2,B177279961837045,S177279961836526,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
132,79962233483D,B177279961838146,S177279961836526,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
133,79962233D564,B177279961838146,S177279961836726,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
134,79962235556A,B177279961840519,S177279961836726,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
135,79962234B83E,B177279961838718,S177279961836726,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
136,79962235DF6E,B177279961840020,S177279961837045,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
137,799622377739,B177279961840219,S177279961837045,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
138,79962237FE3F,B177279961840619,S177279961837345,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
139,79962237C335,B177279961841421,S177279961837345,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
140,799622373E59,B177279961843035,S177279961837345,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
141,799622375712,B177279961842838,S177279961840419,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
142,79962238BBBB,B177279961844649,S177279961840819,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
143,7996224009A8,B177279961846411,S177279961840319,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
144,7996224148B2,B177279961846940,S177279961840119,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
145,79962241644A,B177279961847579,S177279961840119,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
146,79962241E2B3,B177279961847688,S177279961840119,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
147,799622418B54,B177279961848080,S177279961840119,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
148,799622428C64,B177279961848399,S177279961840119,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
149,79962242E7C1,B177279961848119,S177279961846259,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
150,799622420610,B177279961848683,S177279961846259,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
151,799622422AE9,B177279961849696,S177279961846259,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
152,79962243E66D,B177279961849796,S177279961846259,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
153,79962243F4B9,B177279961849996,S177279961846259,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
154,799622432D9F,B177279961849896,S177279961847240,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
155,79962244A4E4,B177279961850527,S177279961847240,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
156,799622447423,B177279961850855,S177279961847240,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
157,79962244E0C2,B177279961851446,S177279961847240,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
158,799622444DE2,B177279961851246,S177279961847240,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
159,79962245EC55,B177279961851636,S177279961847980,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
160,79962247C4E0,B177279961853043,S177279961848399,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
161,79962247D9B5,B177279961853043,S177279961850115,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
162,799622475861,B177279961853570,S177279961850229,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
163,79962247D347,B177279961853570,S177279961850955,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
164,79962247C616,B177279961853370,S177279961851054,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
165,7996224845FB,B177279961854361,S177279961851054,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
166,799622489DFC,B177279961854361,S177279961851351,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
167,7996224827CA,B177279961854461,S177279961851054,200,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
168,7996224874E8,B177279961854561,S177279961851636,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
169,79962248E350,B177279961854561,S177279961853043,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
170,799622491B54,B177279961854697,S177279961852934,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
171,79962249FEAF,B177279961854697,S177279961853142,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
172,79962249792D,B177279961855264,S177279961853370,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
173,7996224929C5,B177279961855264,S177279961853470,100,10.02,2026-03-06 20:20:22,XSHG,600030,SH00000001,SH00000002
174,799622507749,B177279961855595,S177279961853770,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
175,79962250A4DB,B177279961856267,S177279961853933,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
176,79962250A15D,B177279961856267,S177279961854461,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
177,79962250B8F4,B177279961856707,S177279961854697,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
178,799622505EFA,B177279961856707,S177279961854898,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
179,79962251FA8E,B177279961857011,S177279961855595,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
180,79962251FDE3,B177279961857011,S177279961855264,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
181,79962252424E,B177279961857510,S177279961856369,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
182,7996225233E4,B177279961857510,S177279961856816,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
183,799622551630,B177279961857310,S177279961857310,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
184,7996225580A4,B177279961857310,S177279961857210,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
185,79962255DB47,B177279961857610,S177279961857710,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
186,799622565B80,B177279961857610,S177279961858057,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
187,79962256E989,B177279961858007,S177279961858057,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
188,79962256C89D,B177279961857810,S177279961858057,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
189,79962257CCEB,B177279961858057,S177279961859655,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
190,79962257C1EF,B177279961859000,S177279961859655,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
191,79962257D122,B177279961859866,S177279961859655,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
192,79962257ACCF,B177279961859866,S177279961860064,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
193,799622588F37,B177279961859964,S177279961860364,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
194,799622580743,B177279961859964,S177279961859757,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
195,799622593FC6,B177279961860264,S177279961860957,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
196,79962259D95B,B177279961860164,S177279961860957,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
197,7996225936E1,B177279961860364,S177279961860957,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
198,7996225942A5,B177279961860364,S177279961861328,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
199,7996225906CF,B177279961860560,S177279961861328,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
200,7996225975B6,B177279961860856,S177279961861328,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
201,79962260B4B3,B177279961861227,S177279961866577,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
202,79962260BAEB,B177279961861057,S177279961866577,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
203,799622606A73,B177279961860957,S177279961866577,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
204,799622616119,B177279961860957,S177279961866526,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
205,799622611B06,B177279961861328,S177279961866526,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
206,799622614591,B177279961862526,S177279961866526,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
207,799622619C57,B177279961866117,S177279961865888,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
208,7996226111A5,B177279961866678,S177279961865888,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
209,7996226106AB,B177279961866364,S177279961865888,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
210,79962261AEEE,B177279961866364,S177279961866254,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
211,799622613D2A,B177279961865888,S177279961866254,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
212,79962261E55D,B177279961867200,S177279961866254,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
213,79962261AF96,B177279961867377,S177279961866254,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
214,79962262BA02,B177279961867436,S177279961867545,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
215,799622627749,B177279961867545,S177279961867545,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
216,79962262A222,B177279961867300,S177279961867545,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
217,799622633703,B177279961868478,S177279961869304,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
218,79962263A97E,B177279961869304,S177279961869304,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
219,79962262E7C9,B177279961867300,S177279961868478,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
220,79962262E541,B177279961867645,S177279961868478,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
221,799622623707,B177279961867746,S177279961868478,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
222,79962263909A,B177279961870136,S177279961869304,200,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
223,799622645AFE,B177279961870036,S177279961869593,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
224,79962264ABC7,B177279961869593,S177279961869593,100,10.02,2026-03-06 20:20:23,XSHG,600030,SH00000001,SH00000002
