id,cl_order_id,shareholder_id,market,security_id,side,qty,original_qty,price,status,create_time,version
53,S177279961806687,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
55,S177279961806986,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
57,S177279961806887,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
59,S177279961806206,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
61,S177279961806278,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
63,S177279961807278,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
65,S177279961806141,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
67,B177279961811166,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
68,B177279961808010,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
69,S177279961808010,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,0
71,B177279961811367,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
72,B177279961811502,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
73,B177279961811701,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
74,B177279961813045,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
75,B177279961812943,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
76,B177279961813345,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
77,B177279961813245,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
78,B177279961813145,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
79,B177279961813645,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
80,B177279961813545,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
81,B177279961813845,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
82,B177279961813745,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
83,B177279961814472,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
84,B177279961814371,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
85,B177279961814573,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
86,B177279961814820,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
87,B177279961815520,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
88,B177279961815570,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
89,B177279961816673,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
90,B177279961816773,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
91,B177279961817273,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
92,S177279961816573,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
98,B177279961816973,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
99,S177279961817173,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
104,B177279961817073,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
105,B177279961817673,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
106,S177279961817473,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
110,S177279961817573,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
114,B177279961818039,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
115,S177279961818039,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
119,S177279961819852,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
123,B177279961817774,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,1
124,B177279961820452,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,2
125,S177279961820552,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
129,B177279961821155,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,1
130,B177279961820753,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,1
131,S177279961819752,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
135,S177279961821255,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
139,S177279961821355,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
143,S177279961821543,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
147,S177279961821844,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
151,S177279961821653,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,0
155,S177279961822344,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,2
159,B177279961822153,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
161,S177279961822153,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,5
162,S177279961822045,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,5
163,S177279961821945,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,4
164,S177279961822446,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,5
165,S177279961822545,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,4
166,S177279961822744,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,4
167,B177279961822845,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
169,B177279961822984,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
171,S177279961822845,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,4
172,S177279961823485,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
173,B177279961822744,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
175,S177279961823585,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
176,B177279961823984,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
178,S177279961823286,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
179,B177279961823585,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
181,B177279961823885,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
183,S177279961823385,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
184,B177279961824310,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
186,B177279961823185,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
188,S177279961823785,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
189,B177279961823385,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
191,B177279961824409,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
193,B177279961826707,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
195,B177279961826843,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
197,B177279961824750,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
200,B177279961826598,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
202,B177279961826766,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
204,B177279961827313,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
206,B177279961827203,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
208,B177279961827606,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
210,B177279961827805,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
213,B177279961827905,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
215,B177279961828323,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
217,B177279961827705,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
219,B177279961828105,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
221,S177279961828323,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
222,B177279961828005,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
224,B177279961829640,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
226,B177279961829744,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
229,B177279961830144,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
231,B177279961830518,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
233,B177279961830618,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
235,B177279961830817,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
237,B177279961830408,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
239,B177279961830044,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
242,B177279961830717,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
244,B177279961831393,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
246,B177279961832933,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
248,B177279961831017,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
251,B177279961833161,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
253,B177279961830917,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
255,B177279961832903,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
258,B177279961833429,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
260,S177279961833874,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,4
261,B177279961833539,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
263,B177279961833974,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
265,B177279961833773,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
267,B177279961834374,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
269,S177279961835300,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
270,B177279961834663,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
272,B177279961834474,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
275,B177279961835300,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
278,B177279961835501,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
280,S177279961835701,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
281,B177279961835902,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
283,B177279961836160,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
285,S177279961836426,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
286,S177279961836526,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
287,B177279961836325,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
289,B177279961836426,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
291,B177279961836526,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
294,S177279961836726,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
295,B177279961836726,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
297,B177279961836876,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
299,S177279961837045,SH00000002,XSHG,600030,S,100,500,10.02,5,2026-03-06 20:20:22,3
300,B177279961837045,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
302,S177279961836876,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
303,S177279961837935,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
304,S177279961836944,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
305,S177279961838220,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
306,S177279961837345,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
307,B177279961838146,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
310,S177279961838718,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
311,S177279961840419,SH00000002,XSHG,600030,S,400,500,10.02,5,2026-03-06 20:20:22,2
312,B177279961838718,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
314,B177279961840519,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
316,S177279961840819,SH00000002,XSHG,600030,S,400,500,10.02,5,2026-03-06 20:20:22,2
317,B177279961840020,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
319,S177279961840919,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
320,S177279961840319,SH00000002,XSHG,600030,S,300,500,10.02,5,2026-03-06 20:20:22,2
321,S177279961840119,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,6
322,B177279961840219,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
329,S177279961839771,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
330,S177279961841421,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
331,B177279961840619,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
333,B177279961841421,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
335,S177279961841964,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
336,S177279961842430,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
339,B177279961843035,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
341,B177279961842838,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
343,S177279961843435,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
344,S177279961843234,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
345,S177279961843335,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
346,S177279961843834,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
347,S177279961844604,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
350,B177279961844649,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
353,S177279961846259,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,5
356,B177279961846411,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
359,B177279961846940,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
362,B177279961847579,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
364,S177279961847980,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
365,S177279961847788,SH00000002,XSHG,600030,S,500,500,10.02,5,2026-03-06 20:20:22,1
370,B177279961847688,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
372,B177279961848080,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
374,S177279961847240,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,5
375,S177279961848683,SH00000002,XSHG,600030,S,100,100,10.02,5,2026-03-06 20:20:22,1
378,B177279961848399,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
380,B177279961848683,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
382,S177279961848399,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
383,B177279961849696,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
385,B177279961848119,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
387,B177279961849796,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
389,S177279961850115,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
390,B177279961849896,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
392,B177279961850527,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
394,S177279961850229,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
395,B177279961849996,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
397,S177279961850955,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
398,B177279961850855,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
400,S177279961851054,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:22,3
401,S177279961851351,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
402,B177279961851446,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
404,B177279961851246,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
406,B177279961851636,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
408,S177279961851636,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
411,S177279961853043,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
412,S177279961853142,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
413,S177279961852934,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
414,B177279961853043,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
417,B177279961853570,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
420,S177279961853770,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
421,S177279961853370,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
422,S177279961853470,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
423,B177279961853370,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
425,S177279961853933,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
426,S177279961854461,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
427,B177279961854361,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
430,B177279961854461,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
432,B177279961854561,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
435,B177279961854697,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
438,S177279961854697,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
439,S177279961854898,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
440,B177279961855264,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
443,S177279961855264,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
444,S177279961855595,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
445,B177279961855595,SH00000001,XSHG,600030,B,0,100,10.02,6,2026-03-06 20:20:22,0
447,S177279961856369,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
448,B177279961856267,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
451,B177279961856707,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:22,0
454,S177279961857310,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,1
455,S177279961856816,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:22,1
456,S177279961857210,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,1
457,B177279961857011,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,0
460,B177279961857610,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,2
461,S177279961857710,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,0
463,B177279961857310,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,0
466,B177279961857510,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,0
469,B177279961858007,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
470,S177279961858057,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:23,1
473,B177279961858057,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
474,B177279961859000,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
475,B177279961857810,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,0
477,S177279961859655,SH00000002,XSHG,600030,S,0,500,10.02,6,2026-03-06 20:20:23,1
480,S177279961860064,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,1
481,B177279961859964,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,2
482,B177279961859866,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,0
485,B177279961860364,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,2
486,B177279961860264,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
487,B177279961860164,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
488,S177279961860364,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,0
490,S177279961859757,SH00000002,XSHG,600030,S,0,100,10.02,6,2026-03-06 20:20:23,0
492,B177279961860856,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
493,B177279961860560,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
494,B177279961861227,SH00000001,XSHG,600030,B,0,200,10.02,6,2026-03-06 20:20:23,1
